price,bedroom,bathroom,area(sqft),country,city,address,purpose,furnishing,completion_status,handover,project_name,propert_type
"39,000,000",3 beds,4 baths,"4,865 sqft", UAE, Dubai, Palm Jumeirah,Sale,Unfurnished,Off-Plan,Q4 2026,Armani Beach Residences,Apartment
"2,235,000",3 beds,4 baths,"2,064 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q4 2026,SquareX Residence,Apartment
"4,739,133",4 beds,5 baths,"2,230 sqft", UAE, Dubai, Ras Al Khor,Sale,Unfurnished,Off-Plan,Q4 2027,SOBHA ONE,Apartment
"494,999",Studio,1 bath,469 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q4 2026,Aquilegia,Apartment
"2,099,999",2 beds,2 baths,"1,446 sqft", UAE, Dubai,Business Bay,Sale,Unfurnished,Off-Plan,Q4 2024,BURJ PACIFIC,Apartment
"1,050,000",1 bed,2 baths,722 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q4 2026,Manchester Tower,Apartment
"3,050,000",2 beds,2 baths,"1,094 sqft", UAE, Dubai, Umm Suqeim,Sale,Unfurnished,Off-Plan,Q4 2024,Al Jazi Building 3,Apartment
"2,200,000",2 beds,2 baths,966 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2026,MAG 318,Apartment
"987,000",1 bed,2 baths,689 sqft, UAE, Dubai, Dubai South,Sale,Unfurnished,Off-Plan,Q1 2026,AZIZI VENICE 7,Apartment
"1,159,000",1 bed,2 baths,984 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts,Apartment
"3,400,000",2 beds,2 baths,"1,141 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q4 2026,Marina Shores,Apartment
"1,499,999",1 bed,2 baths,548 sqft, UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q2 2027,ELO 2,Apartment
"2,700,000",2 beds,4 baths,"1,690 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Ready,Q2 2026,Green Community West,Apartment
"9,206,000",3 beds,4 baths,"2,010 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q2 2025,DAMAC BAY 2,Apartment
"8,825,000",5 beds,6 baths,"5,023 sqft", UAE, Dubai,The Acres,Sale,Unfurnished,Off-Plan,Q4 2027,Canal Heights 2,Villa
"1,500,000",1 bed,2 baths,712 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q4 2024,Regalia by Deyaar,Apartment
"1,750,000",1 bed,2 baths,853 sqft, UAE, Dubai, The Views,Sale,Unfurnished,Ready,Q1 2028,Seapoint Tower 2,Apartment
"5,795,000",4 beds,5 baths,"3,952 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q4 2024,Western Residence North,Townhouse
"1,200,000",Studio,1 bath,427 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2024,Regalia by Deyaar,Apartment
"865,000",Studio,1 bath,350 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Ghost,Apartment
"1,188,495",1 bed,2 baths,792 sqft, UAE, Dubai, Wasl Gate,Sale,Unfurnished,Off-Plan,Q4 2026,Hillside Residences 1,Apartment
"3,882,000",5 beds,6 baths,"3,324 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2028,DAMAC Sun City,Townhouse
"3,300,000",3 beds,3 baths,"2,926 sqft", UAE, Dubai, Reem,Sale,Unfurnished,Ready,Q3 2025,Hub Canal 1,Townhouse
"1,991,891",1 bed,2 baths,935 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,340 Riverside Crescent,Apartment
"3,500,000",4 beds,4 baths,"2,979 sqft", UAE, Dubai, Town Square,Sale,Unfurnished,Ready,Q1 2025,Sama Townhouses,Townhouse
"789,000",Studio,1 bath,386 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Furnished,Off-Plan,Q3 2028,Timez By Danube,Apartment
"8,605,380",3 beds,3 baths,"2,111 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q4 2025,DAMAC Bay 2 by Cavalli,Apartment
"1,250,000",Studio,1 bath,649 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2027,Marquise Square,Apartment
"1,750,000",1 bed,2 baths,715 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent,Apartment
"700,000",1 bed,1 bath,664 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q2 2028,Tennis Tower,Apartment
"5,500,000",3 beds,2 baths,"1,581 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q4 2025,Verdana Residence,Apartment
"545,000",Studio,1 bath,496 sqft, UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q4 2028,23 Marina,Apartment
"1,750,000",1 bed,2 baths,"1,015 sqft", UAE, Dubai, DIFC,Sale,Furnished,Ready,Q4 2026,Elara Building 3,Apartment
"2,667,888",3 beds,4 baths,"2,204 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Off-Plan,Q1 2028,The Central Downtown Tower B,Apartment
"699,000",Studio,1 bath,455 sqft, UAE, Dubai, Dubai Studio City,Sale,Furnished,Off-Plan,Q4 2025,Laya Courtyard,Apartment
"2,000,000",1 bed,2 baths,987 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q3 2026,Ahad Residences,Apartment
"2,650,000",1 bed,2 baths,804 sqft, UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Off-Plan,Q4 2027,Rixos Financial Center Road,Apartment
"2,450,000",2 beds,3 baths,930 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"900,000",1 bed,1 bath,576 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q2 2025,Mayfair Tower,Apartment
"920,000",1 bed,2 baths,830 sqft, UAE, Dubai, Wasl Gate,Sale,Unfurnished,Off-Plan,Q3 2027,Sola Residences,Apartment
"14,500,000",3 beds,4 baths,"3,029 sqft", UAE, Dubai, Palm Jumeirah,Sale,Unfurnished,Off-Plan,Q4 2025,Serenia Living Tower 2,Apartment
"4,100,000",5 beds,7 baths,"2,363 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos,Townhouse
"3,649,999",4 beds,5 baths,"2,219 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Ready,Q2 2026,Nara,Villa
"23,000,000",2 beds,3 baths,"2,657 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Armani Beach Residences,Apartment
"1,900,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q4 2026,Bella Casa,Townhouse
"1,294,106",1 bed,2 baths,889 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence,Apartment
"7,500,000",6 beds,7 baths,"8,766 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Furnished,Off-Plan,Q3 2025,Venice,Villa
"4,173,191",3 beds,3 baths,"2,466 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q1 2029,Marina Arcade Tower,Apartment
"2,200,000",1 bed,2 baths,638 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q2 2028,Bayz 101,Apartment
"2,400,000",1 bed,1 bath,"1,121 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2027,SLS Dubai Hotel & Residences,Apartment
"990,000",1 bed,2 baths,"1,038 sqft", UAE, Dubai, Motor City,Sale,Unfurnished,Ready,Q4 2024,UNA Apartments,Apartment
"4,000,000",2 beds,3 baths,"2,037 sqft", UAE, Dubai, DIFC,Sale,Unfurnished,Ready,Q3 2027,Gemini Splendor,Apartment
"9,699,000",3 beds,5 baths,"2,427 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q1 2026,MAG 318,Apartment
"3,000,000",4 beds,6 baths,"1,707 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2025,Santorini,Villa
"1,500,000",1 bed,2 baths,836 sqft, UAE, Dubai, Dubailand,Sale,Furnished,Off-Plan,Q2 2029,Hamilton Residency,Apartment
"1,378,607",1 bed,1 bath,828 sqft, UAE, Dubai, Motor City,Sale,Unfurnished,Off-Plan,Q4 2027,Takaya Tower A,Apartment
"1,200,000",1 bed,2 baths,785 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Furnished,Ready,Q1 2026,Peninsula Four (The Plaza),Apartment
"18,900,000",5 beds,5 baths,"9,200 sqft", UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Ready,Q4 2026,Al Fahad Tower 2,Villa
"18,500,000",6 beds,8 baths,"11,171 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Off-Plan,Q4 2027,DAMAC Islands,Villa
"2,450,000",2 beds,3 baths,"1,403 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Ready,Q4 2027,Curve by Sentro,Apartment
"1,761,600",1 bed,2 baths,625 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2026,The EDGE Tower B,Apartment
"550,000",Studio,1 bath,492 sqft, UAE, Dubai, Arjan,Sale,Unfurnished,Ready,Q2 2027,Electra,Apartment
"1,260,000",2 beds,2 baths,970 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2027,ELO 3,Apartment
"1,050,000",1 bed,2 baths,898 sqft, UAE, Dubai, Majan,Sale,Unfurnished,Ready,Q3 2025,Forum Residences,Apartment
"1,864,777",2 beds,3 baths,"1,323 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q3 2026,Evora Residence,Apartment
"1,006,000",2 beds,3 baths,"2,250 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q4 2025,Verdana 2,Townhouse
"1,973,684",1 bed,2 baths,"1,163 sqft", UAE, Dubai, Mohammed Bin Rashid City,Sale,Unfurnished,Off-Plan,Q4 2027,Rome by Samana,Apartment
"1,270,000",1 bed,2 baths,780 sqft, UAE, Dubai, Arjan,Sale,Furnished,Ready,Q2 2027,Beverly Boulevard,Apartment
"1,250,000",2 beds,3 baths,888 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Ready,Q3 2026,Murooj Al Furjan,Apartment
"775,000",Studio,1 bath,446 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Ghost,Apartment
"1,435,000",1 bed,2 baths,811 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2026,Sky Livings by Peace Homes,Apartment
"510,000",Studio,1 bath,527 sqft, UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q1 2027,Jade Tower,Apartment
"15,900,000",4 beds,6 baths,"3,855 sqft", UAE, Dubai, Al Wasl,Sale,Unfurnished,Off-Plan,Q3 2028,Verve Tower B,Apartment
"1,499,999",1 bed,1 bath,610 sqft, UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q4 2027,Wyndham Dubai Marina,Apartment
"762,000",Studio,1 bath,378 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Unfurnished,Off-Plan,Q4 2027,Oasiz 1 by Danube,Apartment
"1,199,829",1 bed,1 bath,806 sqft, UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q4 2027,Reef 999,Apartment
"3,120,000",2 beds,2 baths,"1,227 sqft", UAE, Dubai, Meydan City,Sale,Unfurnished,Off-Plan,Q4 2025,Hillside,Apartment
"750,000",Studio,1 bath,300 sqft, UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q1 2029,Tiger Sky Tower,Apartment
"1,709,000",1 bed,1 bath,722 sqft, UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Off-Plan,Q2 2026,Creek Vistas Heights Tower A,Apartment
"999,999",1 bed,1 bath,542 sqft, UAE, Dubai, Motor City,Sale,Furnished,Off-Plan,Q4 2028,Sobha Orbis Tower A,Apartment
"1,440,000",1 bed,2 baths,728 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q3 2025,Creek Views 3,Apartment
"3,700,000",3 beds,5 baths,"2,851 sqft", UAE, Dubai, Dubai South,Sale,Furnished,Ready,Q2 2026,Allegro Residences,Townhouse
"1,300,000",1 bed,2 baths,959 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q2 2027,One Park Central,Apartment
"10,500,000",4 beds,4 baths,"3,350 sqft", UAE, Dubai, Dubai Creek Harbour,Sale,Furnished,Ready,Q1 2027,Rukan Lofts Phase 3,Penthouse
"5,300,000",3 beds,3 baths,"2,810 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Furnished,Ready,Q1 2025,North 43 (Serviced Residences),Apartment
"1,799,999",2 beds,2 baths,921 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City,Apartment
"1,199,999",1 bed,2 baths,811 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2026,Elite Business Bay Residence,Apartment
"1,627,760",1 bed,2 baths,725 sqft, UAE, Dubai, Ras Al Khor,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower A,Apartment
"2,034,722",2 beds,3 baths,"1,595 sqft", UAE, Dubai, Majan,Sale,Unfurnished,Off-Plan,Q1 2025,Deansgate by ADE,Apartment
"6,750,000",4 beds,4 baths,"5,375 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2026,JVC District 10,Villa
"1,800,000",2 beds,3 baths,"1,372 sqft", UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q4 2029,Safa Gate,Apartment
"1,100,000",1 bed,2 baths,789 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q3 2026,Havelock Heights,Apartment
"2,500,000",3 beds,4 baths,"1,861 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2025,The Cosmopolitan (Damac Maison),Apartment
"675,000",Studio,1 bath,430 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q1 2027,Al Barsha 2,Apartment
"660,000",Studio,1 bath,461 sqft, UAE, Dubai, Majan,Sale,Furnished,Off-Plan,Q2 2027,Forest City Tower,Apartment
"6,500,000",2 beds,3 baths,"1,648 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q2 2026,Opera Grand,Apartment
"4,350,000",3 beds,3 baths,"1,639 sqft", UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q4 2028,Golf Hillside,Apartment
"1,600,000",1 bed,2 baths,675 sqft, UAE, Dubai, Ras Al Khor,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower D,Apartment
"1,600,000",2 beds,2 baths,"1,313 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2025,Bugatti Residences by Binghatti,Apartment
"1,411,000",2 beds,3 baths,"1,031 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q2 2028,Marine 3,Apartment
"4,000,000",3 beds,4 baths,"2,433 sqft", UAE, Dubai, Green Community,Sale,Unfurnished,Ready,Q2 2024,Garden East Apartments,Apartment
"1,050,000",Studio,1 bath,460 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2025,Palazzo Versace,Apartment
"18,900,000",5 beds,5 baths,"9,200 sqft", UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Ready,Q4 2026,Al Fahad Tower 2,Villa
"2,655,000",2 beds,3 baths,"1,300 sqft", UAE, Dubai, Dubai Science Park,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Hillviews,Apartment
"555,000",Studio,1 bath,452 sqft, UAE, Dubai, Arjan,Sale,Furnished,Ready,Q2 2025,Azizi Beach Oasis (Mirage 1),Apartment
"2,532,888",3 beds,3 baths,"2,070 sqft", UAE, Dubai, Town Square,Sale,Unfurnished,Off-Plan,Q4 2027,Odessa,Apartment
"3,896,420",2 beds,3 baths,"1,358 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q2 2027,DG1 Living,Apartment
"1,904,807",1 bed,2 baths,866 sqft, UAE, Dubai, Dubai Islands,Sale,Unfurnished,Off-Plan,Q4 2027,Wellington Ocean,Apartment
"2,100,000",1 bed,1 bath,691 sqft, UAE, Dubai, Downtown Dubai,Sale,Furnished,Off-Plan,Q2 2026,Society House,Apartment
"3,500,000",2 beds,2 baths,"1,189 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q1 2027,Lotus,Apartment
"3,735,760",5 beds,5 baths,"3,324 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2028,DAMAC Sun City,Townhouse
"15,990,000",4 beds,5 baths,"2,731 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2026,ELO,Apartment
"1,858,000",3 beds,4 baths,"1,882 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Ready,Q4 2026,Mulberry,Villa
"1,095,000",1 bed,2 baths,928 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q2 2025,Riviera Chalet,Apartment
"7,800,000",6 beds,7 baths,"4,844 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q3 2025,Venice,Villa
"2,560,000",2 beds,3 baths,"1,337 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Furnished,Ready,Q4 2026,Burj Royale,Apartment
"3,850,000",1 bed,2 baths,"1,336 sqft", UAE, Dubai, Dubai Islands,Sale,Unfurnished,Off-Plan,Q4 2026,Rixos Dubai Islands Hotel & Residences,Apartment
"2,900,000",3 beds,4 baths,"2,557 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q1 2028,Jumeirah Living World Trade Centre Residence,Villa
"955,000",1 bed,2 baths,983 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q4 2022,Hamilton Residency,Apartment
"3,000,000",2 beds,2 baths,"1,003 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2025,Kempinski The Boulevard,Apartment
"1,500,000",Studio,1 bath,434 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q1 2027,CANAL CROWN,Apartment
"9,000,000",3 beds,4 baths,"2,019 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2022,Vida Dubai Mall Tower 1,Apartment
"1,600,000",2 beds,2 baths,"1,084 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q2 2026,Creek Vistas Heights Tower A,Apartment
"3,250,000",2 beds,3 baths,"1,276 sqft", UAE, Dubai, DIFC,Sale,Unfurnished,Ready,Q4 2026,Sky Gardens DIFC,Apartment
"1,294,106",1 bed,2 baths,889 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence,Apartment
"1,793,100",2 beds,3 baths,"1,544 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Off-Plan,Q4 2027,Parkside Boulevard by Tabeer,Apartment
"1,200,000",Studio,1 bath,427 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2024,Regalia by Deyaar,Apartment
"3,150,000",4 beds,5 baths,"2,682 sqft", UAE, Dubai, Arabian Ranches 3,Sale,Unfurnished,Off-Plan,Q4 2026,Anya,Townhouse
"10,700,000",4 beds,6 baths,"4,851 sqft", UAE, Dubai,Jumeirah Park,Sale,Unfurnished,Ready,Q3 2025,Santorini,Villa
"13,900,000",3 beds,4 baths,"2,506 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2024,Opera Grand,Apartment
"1,000,000",1 bed,2 baths,754 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2026,Clayton Residency,Apartment
"800,000",Studio,1 bath,415 sqft, UAE, Dubai, Mohammed Bin Rashid City,Sale,Unfurnished,Ready,Q1 2027,Samana Hills,Apartment
"3,800,000",3 beds,4 baths,"1,915 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Sale,Unfurnished,Ready,Q4 2025,Rimal,Apartment
"1,000,000",2 beds,3 baths,800 sqft, UAE, Dubai, Dubai South,Sale,Unfurnished,Off-Plan,Q3 2026,VOI Residence by HVM Living,Apartment
"599,999",1 bed,1 bath,862 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Ready,Q2 2028,Bay Grove Residences C Building 10,Apartment
"575,000",Studio,1 bath,528 sqft, UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q4 2025,Madison Residences Columbus,Apartment
"3,250,000",4 beds,5 baths,"2,976 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q3 2027,Nima,Townhouse
"1,490,000",2 beds,3 baths,"1,136 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q2 2025,Equiti Home,Apartment
"3,000,000",2 beds,3 baths,"2,324 sqft", UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q4 2029,The Element,Apartment
"1,199,500",1 bed,2 baths,838 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q4 2025,Binghatti Ivory,Apartment
"5,000,000",3 beds,5 baths,"1,946 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q2 2027,DAMAC Heights,Apartment
"2,500,000",2 beds,2 baths,"1,094 sqft", UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q4 2027,17 Icon Bay,Apartment
"1,281,715",2 beds,3 baths,"1,444 sqft", UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q3 2027,Nima,Apartment
"3,655,000",4 beds,5 baths,"3,400 sqft", UAE, Dubai, Arabian Ranches 3,Sale,Unfurnished,Off-Plan,Q2 2026,Raya,Townhouse
"1,517,000",Studio,1 bath,405 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"2,299,999",4 beds,4 baths,"2,415 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2026,Verona,Townhouse
"1,340,000",1 bed,1 bath,769 sqft, UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q4 2024,DAMAC LAGOONS - LAGOON VIEWS 5,Apartment
"1,150,000",1 bed,1 bath,785 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2027,The Cosmopolitan (Damac Maison),Apartment
"43,000,000",5 beds,6 baths,"6,702 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Ready,Q3 2026,Park Horizon Tower 1,Villa
"1,761,600",1 bed,2 baths,625 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2026,The EDGE Tower B,Apartment
"7,800,000",4 beds,7 baths,"6,664 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q1 2027,Al Furjan West,Villa
"3,750,000",2 beds,3 baths,"1,712 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2027,Canal Bay,Apartment
"1,950,000",1 bed,2 baths,827 sqft, UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Ready,Q1 2027,MAG 318,Apartment
"1,006,000",2 beds,3 baths,"2,250 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q4 2025,Verdana 2,Townhouse
"7,900,000",4 beds,7 baths,"8,798 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q1 2028,Farm Gardens 2,Villa
"900,000",Studio,1 bath,507 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2027,The Cosmopolitan (Damac Maison),Apartment
"1,800,000",2 beds,3 baths,"1,010 sqft", UAE, Dubai, Dubai Science Park,Sale,Furnished,Off-Plan,Q4 2027,Opalz By Danube,Apartment
"3,800,000",4 beds,4 baths,"2,772 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Ready,Q2 2026,Nara,Townhouse
"4,500,000",4 beds,4 baths,"2,744 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Off-Plan,Q2 2026,IL Primo,Townhouse
"1,300,000",2 beds,3 baths,"1,420 sqft", UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q4 2024,Binghatti Azure,Apartment
"877,421",1 bed,2 baths,"1,032 sqft", UAE, Dubai, Al Quoz,Sale,Unfurnished,Ready,Q4 2026,The Cosmopolitan (Damac Maison),Apartment
"781,000",Studio,1 bath,380 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Unfurnished,Off-Plan,Q4 2027,Oasiz 1 by Danube,Apartment
"1,180,417",1 bed,2 baths,792 sqft, UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q4 2027,Reef 999,Apartment
"510,000",Studio,1 bath,527 sqft, UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller,Apartment
"704,065",Studio,1 bath,378 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2026,Vitality Residence,Apartment
"1,875,000",1 bed,2 baths,921 sqft, UAE, Dubai, Bur Dubai,Sale,Unfurnished,Ready,Q4 2025,Gems Estates 1,Apartment
"1,175,000",1 bed,1 bath,770 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q4 2025,Binghatti Ivory,Apartment
"1,124,000",1 bed,2 baths,742 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Furnished,Off-Plan,Q1 2025,Cloud Tower A,Apartment
"1,991,891",1 bed,2 baths,935 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,340 Riverside Crescent,Apartment
"780,000",1 bed,2 baths,557 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2027,ELO 2,Apartment
"1,291,000",2 beds,2 baths,981 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2027,ELO 3,Apartment
"3,965,000",5 beds,6 baths,"3,324 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2028,DAMAC Sun City,Villa
"2,000,000",3 beds,3 baths,"1,466 sqft", UAE, Dubai, Dubai Studio City,Sale,Unfurnished,Off-Plan,Q2 2025,Samana Mykonos,Apartment
"565,000",Studio,1 bath,454 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q4 2027,Giovanni Boutique Suites,Apartment
